Date,Change ($),Date (1),Price (1),High,Date (2),Price (2),Low,Market,Mid,Name,Set Number,Change (%),Period,product_id,Set Name,Edition,tcg_product_id,Rarity,imageUrl,tcgplayerUrl,Release Date,View,Price Bucket
2023-07-03 11:11:33.214367,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.25,0.65,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-03 11:12:57.113267,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.72,1.24,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-17 11:11:21.258715,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.3,0.57,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-30 11:09:59.241505,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.71,1.32,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-06 11:11:40.740388,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.63,1.0,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-27 11:12:58.748509,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.65,1.34,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-28 11:13:30.609845,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.71,1.39,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-19 11:12:34.379991,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.3,0.69,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-01 11:10:54.479452,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.68,1.28,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-25 11:12:21.060934,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.67,1.19,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-21 11:12:37.377369,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.3,0.66,1.05,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-11 11:12:33.979613,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.64,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-12 11:11:53.570280,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.44,0.64,1.0,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-08 11:10:02.585527,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.63,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-23 11:10:50.282283,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.68,1.16,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-16 11:10:05.645855,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.3,0.57,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-29 11:12:11.784421,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.71,1.38,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-15 11:10:04.617807,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.44,0.57,1.0,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-18 11:12:26.522548,0.75,2023-07-03 00:00:00.000000,0.65,10.0,2023-10-01 00:00:00.000000,1.4,0.3,0.62,0.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-26 11:17:03.130891,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.7,1.22,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-07-04 11:12:10.566464,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.63,1.0,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-13 15:01:25.435123,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.39,1.82,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-16 11:11:15.835344,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.76,1.34,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-24 10:09:21.121101,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.28,2.36,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-21 11:11:09.546227,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.81,1.16,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-07 11:11:24.526564,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.47,0.73,1.38,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-09 11:12:08.675391,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.28,0.73,1.09,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-05 11:09:48.985776,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.71,1.25,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-10 11:11:28.813270,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.27,0.72,1.05,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-13 11:10:30.727398,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.85,1.19,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-11 11:14:24.450791,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.27,0.8,1.09,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-22 10:10:38.566161,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.4,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-06 11:09:39.256088,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.47,0.73,1.32,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-23 10:09:57.548501,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.39,2.0,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-08 11:12:32.092989,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.73,1.09,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-19 11:09:51.117313,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.82,1.1,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-17 10:09:07.192541,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.59,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-15 10:10:45.130508,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.59,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-16 10:11:49.322058,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.61,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-14 11:10:54.898101,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.85,1.22,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-15 11:11:44.960779,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.76,1.36,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-18 10:09:39.986653,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.42,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-14 10:10:32.969324,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.49,1.98,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-17 11:10:59.098227,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.76,1.19,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-20 10:11:52.262494,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.42,1.99,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-09-21 10:11:20.868275,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.5,1.42,1.95,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
2023-08-04 11:11:12.531673,0.75,2023-07-03 00:00:00.000000,0.65,12.99,2023-10-01 00:00:00.000000,1.4,0.3,0.73,1.2,"Sauravis, the Ancient and Ascended",DUOV-EN075,0.5357142857142857,90,8841,Duel Overload,1st Edition,210284,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210284_200w.jpg,https://www.tcgplayer.com/product/210284/yugioh-duel-overload-sauravis-the-ancient-and-ascended,2020-03-19,New Today,< $1
